order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,payment_method,sales_channel,order_status
O035453,C02547,P0383,2026-11-25,5,7014.55,0.235,403.67,COD,Website,Completed
O035454,C02828,P0475,2025-11-04,3,14838.17,0.097,43.98,UPI,Website,Cancelled
O035455,C06529,P0198,2025-04-23,2,24571.62,0.238,241.45,COD,Website,Cancelled
O035456,C06976,P0288,2025-07-19,5,14549.59,0.224,101.93,UPI,Mobile App,Cancelled
O035457,C01345,P0360,2025-07-30,1,17129.85,0.209,155.46,UPI,Mobile App,Pending
O035458,C03659,P0459,2026-04-02,1,25125.31,0.044,224.26,UPI,Marketplace,Returned
O035459,C03838,P0471,2026-05-29,5,26914.55,0.216,337.68,UPI,Mobile App,Completed
O035460,C05207,P0015,2025-04-23,2,13658.77,0.045,425.23,Debit Card,Website,Pending
O035461,C06232,P0003,2026-12-09,3,9326.39,,156.44,Net Banking,Mobile App,Completed
O035462,C02568,P0175,2026-12-24,5,31267.51,0.015,31.47,Net Banking,Marketplace,Returned
O035463,C07286,P0218,2025-01-01,3,360.24,0.189,158.19,Credit Card,Marketplace,Pending
O035464,C03430,P0287,2025-06-25,2,2570.78,0.045,483.29,COD,Mobile App,Pending
O035465,C01290,P0371,2026-02-23,4,1978.42,0.194,417.5,COD,Website,Completed
O035466,C05419,P0218,2025-01-31,3,360.24,0.115,300.4,Debit Card,Marketplace,Pending
O035467,C02800,P0050,2025-05-08,2,4814.97,0.078,170.37,UPI,Marketplace,Returned
O035468,C00460,P0010,2026-04-25,4,18362.08,0.043,64.57,Net Banking,Marketplace,Completed
O035469,C03315,P0094,2026-06-23,2,15650.07,0.139,340.96,Credit Card,Website,Completed
O035470,C07694,P0030,2025-05-18,1,33265.04,0.093,65.37,UPI,Marketplace,Completed
O035471,C07034,P0319,2025-08-29,5,22680.18,0.128,115.11,COD,Mobile App,Returned
O035472,C08199,P0227,2025-06-20,6,28891.35,0.04,456.19,Net Banking,Website,Returned
O035473,C04632,P0169,2025-11-14,1,22491.25,0.233,347.25,UPI,Mobile App,Returned
O035474,C03801,P0175,2026-08-21,3,31267.51,0.007,485.96,Credit Card,Marketplace,Completed
O035475,C04211,P0233,2026-06-15,2,5026.87,0.233,286.07,COD,Mobile App,Returned
O035476,C05609,P0229,2026-04-21,2,12117.69,0.143,272.06,Net Banking,Mobile App,Cancelled
O035477,C06231,P0392,2026-07-20,2,12342.62,0.085,117.11,UPI,Marketplace,Returned
O035478,C04780,P0027,2025-05-05,1,7050.22,0.205,287.2,Credit Card,Marketplace,Completed
O035479,C00564,P0113,2026-07-07,4,10254.98,0.159,457.92,COD,Mobile App,Pending
O035480,C05712,P0015,2025-08-20,4,13658.77,0.158,303.86,COD,Mobile App,Cancelled
O035481,C03250,P0127,2025-05-19,6,26821.89,0.157,335.11,COD,Marketplace,Completed
O035482,C02580,P0231,2025-03-13,1,11781.38,0.09,150.9,Net Banking,Website,Returned
O035483,C06107,P0251,2025-09-04,2,16715.84,0.101,113.22,Net Banking,Mobile App,Completed
O035484,C09364,P0287,2026-12-13,4,2570.78,0.061,140.02,Net Banking,Marketplace,Returned
O035485,C09682,P0150,2026-01-20,3,4626.5,0.033,248.49,COD,Website,Returned
O035486,C03111,P0492,2025-10-01,6,2284.7,0.076,47.34,Credit Card,Marketplace,Pending
O035487,C01593,P0137,2026-06-12,5,23734.46,0.041,345.01,Net Banking,Marketplace,Cancelled
O035488,C08028,P0347,2026-02-10,5,14730.72,0.051,323.8,COD,Marketplace,Cancelled
O035489,C06096,P0350,2025-02-21,3,18516.5,0.17,92.52,Net Banking,Mobile App,Returned
O035490,C07998,P0209,2026-11-29,1,6775.65,0.029,306.87,Net Banking,Mobile App,Pending
O035491,C02720,P0238,2026-09-02,6,21656.91,0.148,89.65,COD,Marketplace,Returned
O035492,C03935,P0353,2026-04-13,6,28742.58,0.112,397.46,Debit Card,Website,Cancelled
O035493,C04121,P0062,2026-09-28,1,16536.81,0.08,208.66,Debit Card,Mobile App,Completed
O035494,C02912,P0142,2025-01-17,1,27913.02,0.197,195.81,Credit Card,Mobile App,Completed
O035495,C03656,P0304,2026-04-05,1,11338.01,0.248,91.45,Net Banking,Website,Returned
O035496,C01693,P0231,2026-12-18,6,11781.38,0.149,229.76,Net Banking,Website,Returned
O035497,C00019,P0221,2026-01-27,5,21701.6,0.184,102.46,UPI,Website,Completed
O035498,C02391,P0191,2025-07-27,3,17601.87,0.116,400.1,COD,Website,Pending
O035499,C01400,P0071,2026-06-21,2,1227.13,0.031,210.96,Net Banking,Marketplace,Pending
O035500,C09945,P0360,2025-04-25,1,17129.85,0.02,439.66,Net Banking,Mobile App,Completed
O035501,C01454,P0003,2025-08-26,2,9326.39,,333.53,Credit Card,Mobile App,Cancelled
O035502,C08688,P0154,2026-12-13,6,17545.16,0.183,302.12,UPI,Marketplace,Returned
O035503,C02687,P0471,2025-04-14,3,26914.55,0.013,389.83,Debit Card,Mobile App,Completed
O035504,C09914,P0468,2026-09-22,6,2087.21,0.118,445.3,Debit Card,Mobile App,Pending
O035505,C07479,P0116,2026-03-28,1,22043.63,0.072,264.42,COD,Marketplace,Returned
O035506,C07112,P0438,2026-08-06,6,22411.78,0.138,442.31,Credit Card,Mobile App,Returned
O035507,C07031,P0179,2025-11-04,5,10471.06,0.086,389.17,COD,Mobile App,Pending
O035508,C03661,P0193,2025-05-12,3,24461.68,0.044,240.0,Debit Card,Marketplace,Completed
O035509,C03189,P0008,2026-05-28,4,25930.87,0.069,136.79,Debit Card,Marketplace,Pending
O035510,C08534,P0021,2026-01-01,2,24563.67,0.067,464.77,Net Banking,Marketplace,Returned
O035511,C03821,P0153,2026-07-09,6,486.62,0.057,358.02,UPI,Mobile App,Cancelled
O035512,C01798,P0350,2025-12-13,4,18516.5,0.244,126.07,Credit Card,Marketplace,Completed
O035513,C09946,P0214,2025-04-08,2,33865.31,0.079,489.01,COD,Mobile App,Pending
O035514,C08706,P0444,2025-10-17,5,9088.44,0.202,418.81,Debit Card,Marketplace,Completed
O035515,C06263,P0481,2026-12-15,6,12934.65,0.031,127.39,COD,Marketplace,Pending
O035516,C09401,P0252,2025-01-15,4,25248.82,0.043,332.37,COD,Website,Pending
O035517,C02021,P0265,2025-06-21,3,11075.89,0.154,120.88,Credit Card,Marketplace,Pending
O035518,C03945,P0416,2026-02-17,2,31794.01,0.207,480.08,COD,Mobile App,Returned
O035519,C00881,P0402,2025-01-08,1,18178.91,0.147,89.73,Credit Card,Marketplace,Completed
O035520,C06612,P0090,2025-10-13,1,15259.31,0.228,375.6,Credit Card,Marketplace,Completed
O035521,C06495,P0031,2025-11-06,5,11370.65,0.237,67.58,Net Banking,Marketplace,Completed
O035522,C02674,P0418,2025-11-16,4,23644.69,0.182,450.0,Net Banking,Marketplace,Returned
O035523,C07903,P0052,2025-06-25,2,9079.21,0.106,94.92,COD,Website,Cancelled
O035524,C07009,P0020,2025-09-27,3,7376.73,0.213,426.4,UPI,Website,Cancelled
O035525,C06545,P0437,2026-02-09,2,16080.98,0.216,186.33,Net Banking,Marketplace,Pending
O035526,C02684,P0471,2026-07-20,3,26914.55,0.157,474.19,Net Banking,Mobile App,Returned
O035527,C01235,P0247,2026-03-15,5,18523.57,0.235,278.76,Debit Card,Mobile App,Completed
O035528,C07942,P0414,2025-02-11,5,24091.11,0.229,343.95,UPI,Marketplace,Completed
O035529,C03847,P0417,2025-04-05,3,21664.87,0.23,266.28,Credit Card,Mobile App,Returned
O035530,C01024,P0100,2026-12-06,3,19999.78,0.034,174.79,Debit Card,Marketplace,Pending
O035531,C09527,P0169,2026-05-19,5,22491.25,0.085,204.25,UPI,Marketplace,Completed
O035532,C03947,P0337,2025-08-30,3,1385.87,0.165,368.1,Credit Card,Mobile App,Pending
O035533,C00076,P0368,2026-04-07,6,25619.07,0.188,370.52,Net Banking,Marketplace,Completed
O035534,C08439,P0394,2025-03-16,6,22088.6,0.222,63.79,UPI,Website,Completed
O035535,C00387,P0190,2026-10-01,4,10850.16,0.137,158.91,Debit Card,Marketplace,Cancelled
O035536,C04508,P0178,2026-09-07,3,12952.4,0.127,131.57,Debit Card,Mobile App,Pending
O035537,C00292,P0060,2026-09-19,4,17517.65,0.109,375.7,COD,Website,Returned
O035538,C08132,P0314,2026-09-05,5,26387.51,0.057,385.28,UPI,Marketplace,Completed
O035539,C03725,P0160,2026-12-23,3,19662.83,0.006,443.39,UPI,Website,Pending
O035540,C02942,P0494,2026-11-17,5,13433.75,0.184,492.08,COD,Marketplace,Pending
O035541,C05441,P0092,2026-03-27,4,17559.2,0.12,31.65,COD,Website,Cancelled
O035542,C08854,P0115,2026-03-01,6,223.5,0.208,264.7,Debit Card,Marketplace,Cancelled
O035543,C03487,P0194,2026-02-08,5,12799.41,0.236,322.27,COD,Mobile App,Returned
O035544,C03179,P0430,2025-08-08,5,3888.76,0.181,281.8,Credit Card,Mobile App,Cancelled
O035545,C08376,P0057,2026-04-13,5,2390.61,0.242,159.29,COD,Marketplace,Cancelled
O035546,C02400,P0300,2025-07-01,2,10162.27,0.037,142.0,Credit Card,Marketplace,Cancelled
O035547,C08186,P0257,2025-06-04,5,29083.32,0.086,392.58,Net Banking,Website,Pending
O035548,C01386,P0271,2026-12-10,2,5787.58,0.222,462.37,UPI,Marketplace,Cancelled
O035549,C07259,P0298,2025-06-11,2,12508.07,0.219,67.95,COD,Website,Returned
O035550,C02215,P0307,2026-04-25,2,0.0,0.057,263.25,COD,Marketplace,Completed
O035551,C00674,P0229,2026-10-08,6,12117.69,0.093,276.68,Debit Card,Marketplace,Pending
O035552,C00128,P0042,2026-01-11,5,27904.67,0.141,297.92,UPI,Website,Returned
O035553,C00856,P0052,2026-04-13,1,9079.21,0.069,430.61,Debit Card,Mobile App,Returned
O035554,C07938,P0491,2025-08-30,3,3419.68,0.008,114.29,Net Banking,Website,Completed
O035555,C07000,P0058,2025-08-01,2,7482.96,0.099,81.49,COD,Mobile App,Pending
O035556,C02141,P0144,2026-05-20,6,13940.96,0.024,499.01,UPI,Mobile App,Returned
O035557,C03130,P0305,2025-02-18,3,27311.62,0.091,472.19,Debit Card,Marketplace,Returned
O035558,C00561,P0390,2026-01-18,5,8198.99,0.047,322.13,COD,Website,Pending
O035559,C07081,P0152,2026-10-21,5,21547.55,0.128,300.6,Credit Card,Marketplace,Pending
O035560,C05985,P0181,2025-01-01,-1,26604.63,0.039,186.76,COD,Mobile App,Pending
O035561,C08267,P0324,2026-06-30,1,20247.04,0.086,28.65,COD,Mobile App,Pending
O035562,C02089,P0222,2025-04-26,4,3045.8,0.241,425.0,UPI,Mobile App,Returned
O035563,C04322,P0194,2025-02-05,2,12799.41,0.132,225.17,Credit Card,Marketplace,Completed
O035564,C08681,P0481,2026-06-14,4,12934.65,0.129,318.38,COD,Website,Cancelled
O035565,C04872,P0417,2026-08-16,5,21664.87,0.231,60.44,Credit Card,Marketplace,Cancelled
O035566,C06243,P0332,2026-12-21,3,7377.51,0.153,364.93,Net Banking,Mobile,Pending
O035567,C02716,P0080,2025-05-28,2,18245.21,0.111,316.47,Debit Card,Mobile App,Returned
O035568,C07485,P0232,2025-11-10,1,5176.88,0.11,62.27,Credit Card,Mobile App,Returned
O035569,C04498,P0446,2025-03-31,2,11441.12,0.16,199.78,Net Banking,Website,Returned
O035570,C06059,P0311,2025-10-19,1,10047.99,0.073,188.69,Net Banking,Website,Pending
O035571,C02928,P0315,2025-02-02,1,17917.5,0.13,208.24,Credit Card,Website,Completed
O035572,C01959,P0063,2026-07-22,1,5468.15,0.062,451.23,Credit Card,Website,Completed
O035573,C06255,P0283,2026-02-14,1,3844.87,0.214,392.59,Net Banking,Mobile App,Returned
O035574,C00003,P0056,2026-03-04,6,21863.42,0.197,138.33,Net Banking,Mobile App,Returned
O035575,C07839,P0366,2026-01-13,6,688.28,0.165,266.56,COD,Website,Cancelled
O035576,C05134,P0231,2026-06-30,5,11781.38,0.224,417.26,UPI,Marketplace,Cancelled
O035577,C06277,P0132,2025-04-15,1,26163.26,0.154,441.34,UPI,Marketplace,Pending
O035578,C04197,P0056,2026-03-28,1,21863.42,0.129,486.81,UPI,Website,Pending
O035579,C09897,P0379,2025-09-29,1,19228.42,0.203,124.35,Debit Card,Mobile App,Completed
O035580,C09030,P0186,2025-08-30,5,18526.37,0.163,229.3,Credit Card,Mobile App,Completed
O035581,C06329,P0159,2025-11-22,6,23164.32,0.248,80.53,UPI,Marketplace,Pending
O035582,C08357,P0134,2025-06-22,2,13447.66,0.2,241.08,COD,Website,Cancelled
O035583,C03489,P0208,2026-05-17,6,20573.16,0.021,383.81,UPI,Website,Completed
O035584,C01262,P0403,2025-09-18,2,23738.64,0.174,81.54,COD,Website,Cancelled
O035585,C03126,P0084,2026-07-09,6,16026.22,0.094,23.86,Debit Card,Website,Pending
O035586,C09497,P0050,2026-05-01,5,4814.97,0.092,360.93,Net Banking,Website,Pending
O035587,C07122,P0292,2026-01-02,2,17709.87,0.229,172.43,Credit Card,Marketplace,Pending
O035588,C03584,P0079,2026-12-13,5,27326.94,0.055,458.53,Debit Card,Mobile App,Returned
O035589,C06010,P0479,2026-05-03,6,2099.31,0.046,469.6,Net Banking,Mobile App,Cancelled
O035590,C09003,P0195,2026-05-16,4,0.0,0.015,277.29,Net Banking,Marketplace,Returned
O035591,C02583,P0240,2026-08-23,5,26378.06,0.245,158.79,COD,Marketplace,Cancelled
O035592,C09109,P0464,2025-06-03,6,21743.0,0.002,228.85,UPI,Website,Cancelled
O035593,C06410,P0029,2026-02-06,6,12449.73,0.027,369.16,COD,Website,Returned
O035594,C00487,P0457,2025-05-29,4,7883.89,0.226,306.82,COD,Marketplace,Completed
O035595,C07070,P0186,2025-11-28,2,18526.37,0.134,247.31,UPI,Marketplace,Completed
O035596,C04853,P0204,2026-08-05,4,23406.62,0.071,293.32,Credit Card,Marketplace,Cancelled
O035597,C02448,P0037,2025-10-20,2,25287.47,0.123,284.73,COD,Website,Pending
O035598,C08719,P0081,2026-03-14,5,7019.96,0.018,81.14,Debit Card,Marketplace,Returned
O035599,C01693,P0179,2026-07-01,2,10471.06,0.176,406.04,Credit Card,Mobile App,Completed
O035600,C06491,P0195,2026-09-23,5,0.0,0.16,114.41,COD,Website,Returned
O035601,C06687,P0048,2026-06-03,1,8782.45,0.079,43.08,Credit Card,Marketplace,Returned
O035602,C07643,P0335,2025-07-07,6,5169.04,0.046,202.15,COD,Mobile App,Cancelled
O035603,C07349,P0388,2025-03-08,1,6349.14,0.201,67.01,Net Banking,Marketplace,Completed
O035604,C00509,P0373,2026-08-02,5,8094.09,0.062,244.45,UPI,Marketplace,Completed
O035605,C08958,P0106,2026-10-17,6,32720.37,0.156,431.76,COD,Marketplace,Returned
O035606,C01721,P0406,2026-01-30,4,15879.31,0.17,483.9,COD,Marketplace,Pending
O035607,C01944,P0061,2025-10-28,3,17431.46,0.156,198.74,Credit Card,Marketplace,Pending
O035608,C03038,P0053,2026-03-20,5,17135.79,0.006,492.83,Net Banking,Marketplace,Returned
O035609,C08965,P0400,2026-06-07,5,17997.45,0.182,21.69,Credit Card,Marketplace,Completed
O035610,C02751,P0056,2025-11-21,2,21863.42,0.229,113.45,Credit Card,Mobile App,Pending
O035611,C05477,P0327,2025-05-17,3,12984.72,0.08,487.5,COD,Website,Completed
O035612,C01223,P0138,2026-11-13,3,24893.87,0.159,217.27,Credit Card,Marketplace,Returned
O035613,C04185,P0312,2025-02-15,4,30638.01,0.227,236.1,COD,Website,Returned
O035614,C00673,P0021,2025-08-26,6,24563.67,0.226,281.69,UPI,Marketplace,Cancelled
O035615,C01658,P0489,2026-07-03,1,22033.69,0.056,177.51,UPI,Marketplace,Cancelled
O035616,C00363,P0056,2026-10-21,6,21863.42,0.229,343.14,COD,Mobile App,Completed
O035617,C00107,P0077,2025-09-27,1,31547.11,0.131,418.57,UPI,Marketplace,Completed
O035618,C01783,P0295,2026-01-08,2,2741.47,0.043,290.79,COD,Website,Completed
O035619,C05501,P0040,2026-05-03,2,30773.08,0.033,170.35,Net Banking,Website,Cancelled
O035620,C01009,P0249,2026-11-09,5,3941.34,0.136,125.41,UPI,Website,Pending
O035621,C05076,P0423,2026-01-20,2,10173.3,0.16,26.24,Net Banking,Mobile App,Pending
O035622,C00335,P0492,2025-01-19,4,2284.7,0.103,354.61,Net Banking,Mobile App,Cancelled
O035623,C07330,P0475,2025-03-25,6,14838.17,0.117,74.18,COD,Website,Cancelled
O035624,C04270,P0314,2025-04-19,1,26387.51,0.171,384.1,Credit Card,Marketplace,Completed
O035625,C00686,P0447,2025-12-03,4,22638.2,0.026,225.98,UPI,Mobile App,Cancelled
O035626,C02390,P0402,2026-07-17,1,18178.91,0.158,357.57,Net Banking,Mobile App,Pending
O035627,C04212,P0445,2026-01-09,5,29103.59,0.098,74.64,Net Banking,Marketplace,Pending
O035628,C03697,P0255,2026-01-09,6,23601.94,0.237,320.22,Debit Card,Mobile App,Completed
O035629,C06328,P0143,2025-05-13,5,12609.92,0.055,406.34,UPI,Mobile App,Pending
O035630,C03245,P0175,2025-06-19,5,31267.51,0.093,51.15,Net Banking,Mobile App,Cancelled
O035631,C00956,P0310,2026-10-04,3,15187.95,0.15,392.62,Credit Card,Marketplace,Completed
O035632,C04399,P0380,2026-07-26,1,20403.08,0.247,431.33,UPI,Mobile App,Returned
O035633,C01045,P0098,2026-10-25,3,3377.41,0.231,259.64,Credit Card,Marketplace,Completed
O035634,C00869,P0172,2026-05-13,2,14404.74,0.21,93.3,Debit Card,Website,Cancelled
O035635,C07785,P0481,2026-09-15,1,12934.65,0.157,138.43,Credit Card,Marketplace,Cancelled
O035636,C03021,P0496,2026-12-30,6,10577.87,0.04,182.77,Net Banking,Website,Completed
O035637,C06622,P0213,2026-04-03,6,28267.51,0.194,498.5,COD,Marketplace,Cancelled
O035638,C05961,P0444,2026-06-07,2,9088.44,0.048,128.43,Credit Card,Mobile App,Completed
O035639,C02029,P0286,2026-09-24,5,11811.68,0.231,118.21,UPI,Website,Pending
O035640,C00190,P0150,2026-03-07,3,4626.5,0.198,261.84,COD,Website,Pending
O035641,C03178,P0324,2026-03-03,2,20247.04,0.001,409.34,COD,Mobile App,Pending
O035642,C04940,P0264,2025-12-13,2,17440.99,0.091,402.0,COD,Mobile App,Pending
O035643,C09215,P0454,2025-04-17,3,7436.05,0.005,147.91,UPI,Marketplace,Cancelled
O035644,C08340,P0195,2026-09-04,6,0.0,0.212,80.56,UPI,Marketplace,Completed
O035645,C05830,P0284,2025-12-07,1,27688.94,0.242,176.77,Credit Card,Website,Returned
O035646,C09431,P0134,2026-07-05,6,13447.66,0.135,376.64,Credit Card,Marketplace,Returned
O035647,C09676,P0334,2026-05-20,4,14330.0,0.077,334.82,Credit Card,Mobile App,Returned
O035648,C07999,P0377,2025-12-28,1,18668.53,0.207,404.81,COD,Marketplace,Completed
O035649,C03790,P0305,2026-11-19,5,27311.62,0.08,368.8,UPI,Website,Pending
O035650,C09340,P0263,2025-05-22,5,3185.92,0.036,131.16,Debit Card,Website,Returned
O035651,C01224,P0427,2026-09-08,1,8076.51,0.196,399.96,Net Banking,Marketplace,Returned
O035652,C02676,P0257,2026-05-07,6,29083.32,0.208,285.27,Credit Card,Marketplace,Pending
O035653,C03080,P0405,2026-05-02,2,2189.07,0.158,346.99,Net Banking,Marketplace,Returned
O035654,C06163,P0155,2025-08-21,4,26074.61,0.074,227.78,UPI,Website,Cancelled
O035655,C02145,P0493,2026-08-27,2,17655.29,0.057,192.35,Credit Card,Marketplace,Cancelled
O035656,C07873,P0051,2026-04-23,4,3606.45,0.096,94.78,COD,Marketplace,Returned
O035657,C01024,P0006,2025-05-27,6,10856.46,0.185,119.61,Net Banking,Mobile App,Pending
O035658,C08901,P0059,2026-10-24,5,19575.26,0.213,202.07,UPI,Marketplace,Cancelled
O035659,C01609,P0286,2025-06-21,3,11811.68,0.147,223.41,Net Banking,Website,Completed
O035660,C01718,P0255,2026-07-31,5,23601.94,0.095,369.25,Debit Card,Mobile App,Pending
O035661,C00449,P0423,2025-12-19,6,10173.3,0.186,305.47,Net Banking,Website,Cancelled
O035662,C05122,P0049,2025-06-08,5,1906.08,0.11,39.79,Net Banking,Marketplace,Returned
O035663,C00665,P0190,2026-03-31,6,10850.16,0.186,201.63,Net Banking,Mobile App,Returned
O035664,C08269,P0202,2025-03-07,4,10742.27,0.007,30.5,Debit Card,Website,Completed
O035665,C07390,P0333,2025-11-24,3,3596.06,0.043,182.29,UPI,Website,Cancelled
O035666,C02897,P0169,2026-02-14,1,22491.25,0.188,29.1,Debit Card,Marketplace,Pending
O035667,C00086,P0342,2025-09-15,6,28066.65,0.214,421.52,COD,Mobile App,Returned
O035668,C01240,P0157,2025-07-06,5,22513.63,0.139,133.52,Debit Card,Website,Cancelled
O035669,C09449,P0201,2026-09-01,6,30988.27,0.155,99.3,UPI,Mobile App,Cancelled
O035670,C01175,P0201,2025-02-20,3,30988.27,0.154,351.95,Debit Card,Marketplace,Pending
O035671,C03309,P0369,2026-11-09,3,3125.44,0.038,283.99,Credit Card,Website,Cancelled
O035672,C02865,P0248,2026-06-02,3,11858.17,0.065,282.79,COD,Mobile App,Returned
O035673,C02446,P0125,2026-06-30,2,940.46,0.228,475.7,Net Banking,Website,Cancelled
O035674,C03426,P0378,2025-08-21,6,13571.24,0.009,26.98,Debit Card,Marketplace,Cancelled
O035675,C01355,P0072,2025-05-21,3,21918.19,0.115,244.34,Debit Card,Mobile App,Pending
O035676,C05397,P0087,2026-07-13,6,17587.05,0.081,432.11,COD,Marketplace,Completed
O035677,C07932,P0357,2025-10-29,5,14284.26,0.036,478.83,Debit Card,Marketplace,Returned
O035678,C04656,P0402,2026-08-10,4,18178.91,0.114,318.89,COD,Mobile App,Cancelled
O035679,C00624,P0355,2026-07-22,3,16546.83,0.191,302.52,Net Banking,Website,Cancelled
O035680,C00296,P0321,2026-02-07,1,16046.79,0.248,459.93,COD,Marketplace,Completed
O035681,C05022,P0406,2025-04-29,6,15879.31,0.247,305.41,Credit Card,Website,Returned
O035682,C06418,P0057,2026-10-24,2,2390.61,0.12,447.63,Net Banking,Website,Pending
O035683,C08397,P0398,2026-10-27,3,10247.04,0.038,108.77,Debit Card,Mobile App,Pending
O035684,C03568,P0338,2025-12-08,3,3916.46,0.227,414.53,COD,Marketplace,Returned
O035685,C06728,P0315,2026-10-03,6,17917.5,0.155,223.09,COD,Marketplace,Pending
O035686,C03747,P0130,2025-01-31,6,24005.08,0.04,192.75,UPI,Website,Completed
O035687,C07141,P0120,2026-09-24,3,18467.58,0.182,82.71,Debit Card,Mobile App,Returned
O035688,C05971,P0406,2026-02-02,3,15879.31,0.226,438.46,UPI,Mobile App,Returned
O035689,C09978,P0493,2025-07-17,5,17655.29,0.002,250.05,COD,Mobile App,Completed
O035690,C05702,P0479,2026-07-18,6,2099.31,0.063,87.34,Debit Card,Marketplace,Returned
O035691,C06774,P0411,2025-11-18,1,8729.1,0.213,350.61,UPI,Mobile App,Returned
O035692,C09691,P0194,2026-04-04,6,12799.41,0.12,311.56,COD,Mobile App,Returned
O035693,C05949,P0457,2025-07-01,5,7883.89,0.14,261.85,Credit Card,Website,Cancelled
O035694,C05457,P0336,2025-10-31,6,13920.23,0.164,472.47,Debit Card,Mobile App,Pending
O035695,C04780,P0089,2026-07-12,3,24163.52,0.023,197.27,Credit Card,Marketplace,Cancelled
O035696,C00131,P0376,2026-03-27,5,31938.81,0.042,109.42,Debit Card,Mobile App,Pending
O035697,C09590,P0470,2025-12-24,5,6988.34,0.186,271.54,UPI,Marketplace,Cancelled
O035698,C00708,P0341,2026-04-13,4,5911.8,0.009,486.61,Credit Card,Mobile App,Pending
O035699,C02204,P0301,2025-07-03,2,29323.61,0.089,193.78,COD,Mobile App,Completed
O035700,C06940,P0057,2025-12-18,4,2390.61,0.054,163.79,Net Banking,Marketplace,Pending
O035701,C01922,P0027,2025-07-06,6,7050.22,0.141,216.47,Net Banking,Mobile App,Completed
O035702,C03310,P0009,2026-05-20,5,2094.22,0.139,225.26,Net Banking,Marketplace,Returned
O035703,C01674,P0127,2025-07-16,2,26821.89,0.118,95.66,Debit Card,Mobile App,Cancelled
O035704,C06406,P0255,2025-02-11,4,23601.94,0.205,348.42,Net Banking,Website,Completed
O035705,C09482,P0341,2025-01-10,3,5911.8,0.184,307.93,UPI,Website,Pending
O035706,C09342,P0145,2026-11-03,6,18201.73,0.067,463.71,Credit Card,Mobile App,Pending
O035707,C01120,P0113,2026-06-25,6,10254.98,0.058,177.83,Net Banking,Marketplace,Pending
O035708,C05895,P0036,2026-03-27,6,22008.35,0.213,37.14,Debit Card,Website,Returned
O035709,C09963,P0011,2026-06-20,2,33416.59,0.005,20.66,COD,Website,Pending
O035710,C02660,P0389,2026-07-19,3,26194.75,0.023,218.36,Net Banking,Website,Returned
O035711,C02510,P0353,2025-01-19,3,28742.58,0.189,250.09,Debit Card,Marketplace,Pending
O035712,C07956,P0196,2025-04-14,2,13045.23,0.166,402.91,Net Banking,Marketplace,Pending
O035713,C02936,P0099,2026-09-18,2,19144.67,0.235,28.33,Credit Card,Mobile App,Returned
O035714,C03915,P0204,2026-10-04,4,23406.62,0.093,182.14,Debit Card,Website,Completed
O035715,C05573,P0147,2025-11-15,5,14753.52,0.096,392.78,Credit Card,Website,Cancelled
O035716,C09604,P0002,2026-11-16,4,23104.95,0.026,230.23,COD,Marketplace,Completed
O035717,C06047,P0360,2026-04-14,2,17129.85,0.036,322.42,UPI,Website,Completed
O035718,C05495,P0146,2026-05-16,3,7640.59,0.152,313.15,UPI,Mobile App,Pending
O035719,C07078,P0127,2025-03-25,4,26821.89,0.245,244.47,Net Banking,Website,Completed
O035720,C06603,P0200,2025-07-10,3,3539.16,0.245,142.88,Credit Card,Marketplace,Cancelled
O035721,C01816,P0306,2026-08-23,1,14340.15,0.104,68.87,Net Banking,Mobile App,Pending
O035722,C00211,P0363,2025-04-17,4,20954.06,0.075,402.83,COD,Marketplace,Returned
O035723,C04758,P0187,2025-08-02,5,3426.49,0.228,460.88,Debit Card,Marketplace,Returned
O035724,C08781,P0431,2025-03-06,4,31683.87,0.015,210.26,COD,Mobile App,Pending
O035725,C08392,P0190,2025-03-10,4,10850.16,0.037,174.22,Net Banking,Website,Returned
O035726,C08814,P0307,2026-10-05,5,0.0,0.217,456.19,COD,Website,Cancelled
O035727,C06158,P0011,2025-04-19,6,33416.59,0.154,417.11,Net Banking,Mobile App,Cancelled
O035728,C04261,P0429,2026-08-25,4,19687.31,0.047,201.28,Debit Card,Mobile App,Cancelled
O035729,C06873,P0341,2026-03-28,4,5911.8,0.144,109.46,Net Banking,Website,Returned
O035730,C07165,P0162,2026-01-20,3,12799.81,0.052,167.25,UPI,Marketplace,Returned
O035731,C06950,P0482,2025-05-18,5,24809.6,0.041,351.51,Credit Card,Mobile App,Returned
O035732,C05992,P0280,2025-03-28,3,13752.82,0.003,435.88,Credit Card,Marketplace,Pending
O035733,C02405,P0248,2026-10-03,1,11858.17,0.161,175.06,UPI,Mobile App,Cancelled
O035734,C03621,P0359,2026-03-02,3,9869.8,0.071,149.88,COD,Website,Completed
O035735,C00974,P0276,2026-09-28,1,21066.14,0.038,473.46,UPI,Mobile App,Pending
O035736,C01632,P0250,2026-10-15,5,2608.73,0.012,267.99,UPI,Mobile App,Completed
O035737,C01430,P0209,2025-05-02,5,6775.65,0.234,142.37,Net Banking,Website,Completed
O035738,C04448,P0187,2026-01-15,2,3426.49,0.065,498.17,COD,Marketplace,Cancelled
O035739,C04363,P0353,2025-08-11,4,28742.58,0.075,199.35,Credit Card,Marketplace,Cancelled
O035740,C08358,P0456,2025-04-06,5,4161.92,0.196,27.35,UPI,Mobile App,Returned
