return_id,order_id,return_date,return_reason,refund_amount
R003793,O044535,2026-07-16,Late Delivery,14487.44
R003794,O015101,2025-01-15,Quality Issue,5344.56
R003795,O038015,2025-05-06,Wrong Item,5067.48
R003796,O006607,2026-02-17,Changed Mind,1622.55
R003797,O045832,2026-01-27,Changed Mind,1964.75
R003798,O022508,2025-01-29,Damaged,7317.46
R003799,O003252,2026-11-06,Quality Issue,24548.61
R003800,O000950,2025-02-18,Quality Issue,7867.67
R003801,O016435,2026-05-09,Quality Issue,12696.5
R003802,O020605,2026-08-21,Damaged,14084.02
R003803,O045198,2025-01-12,Damaged,13130.35
R003804,O013103,2026-10-16,Damaged,22793.54
R003805,O045040,2025-04-07,Damaged,18945.42
R003806,O032070,2025-11-12,Quality Issue,21472.94
R003807,O024014,2026-11-24,Damaged,3851.91
R003808,O039457,2026-09-03,Late Delivery,15501.7
R003809,O006593,2026-01-23,Wrong Item,24076.53
R003810,O041759,2026-05-23,Late Delivery,9420.95
R003811,O011989,2026-01-11,Changed Mind,16058.24
R003812,O013106,2025-07-31,Wrong Item,10854.48
R003813,O036636,2025-04-19,Late Delivery,5671.54
R003814,O034721,2026-05-12,Changed Mind,1862.56
R003815,O019167,2026-03-22,Quality Issue,2109.76
R003816,O031353,2025-08-05,Wrong Item,13523.84
R003817,O026490,2026-07-25,Quality Issue,8597.66
R003818,O043912,2026-06-12,Wrong Item,4806.94
R003819,O049414,2026-06-13,Late Delivery,5653.06
R003820,O014010,2026-12-30,Quality Issue,6327.44
R003821,O008690,2026-03-26,Wrong Item,24601.06
R003822,O045362,2025-10-05,Late Delivery,22557.68
R003823,O032569,2026-07-25,Late Delivery,6063.49
R003824,O035409,2026-07-27,Changed Mind,10108.99
R003825,O031995,2026-08-15,Quality Issue,16269.74
R003826,O029525,2026-02-02,Damaged,19857.7
R003827,O023293,2025-10-28,Quality Issue,1654.87
R003828,O9999993827,2025-04-03,Damaged,2977.42
R003829,O013241,2025-05-21,Late Delivery,21065.62
R003830,O010880,2026-07-04,Late Delivery,6760.34
R003831,O048521,2025-09-25,Late Delivery,6354.67
R003832,O006545,2025-11-15,Quality Issue,2624.18
R003833,O043716,2025-03-11,Quality Issue,23950.23
R003834,O042128,2026-07-05,Late Delivery,14568.32
R003835,O018538,2025-04-22,Changed Mind,11143.64
R003836,O028685,2025-12-13,Changed Mind,16225.06
R003837,O012992,2025-11-21,Late Delivery,11483.66
R003838,O015100,2026-12-02,Wrong Item,6026.58
R003839,O022165,2026-02-28,Changed Mind,18472.03
R003840,O008180,2025-12-19,Wrong Item,21252.54
R003841,O002888,2025-04-30,Late Delivery,13038.7
R003842,O020593,2025-10-24,Quality Issue,4121.49
R003843,O006204,2025-03-09,Damaged,15100.3
R003844,O010339,2025-12-08,Quality Issue,24599.74
R003845,O002890,2026-02-05,Quality Issue,11919.95
R003846,O046454,2025-03-25,Quality Issue,23175.5
R003847,O034924,2026-08-11,Quality Issue,15534.53
R003848,O045776,2026-06-25,Damaged,3199.34
R003849,O020833,2025-06-26,Changed Mind,13546.11
R003850,O006312,2026-09-19,Wrong Item,5527.22
R003851,O022165,2026-10-07,Quality Issue,1460.72
R003852,O021004,2025-01-06,Late Delivery,19463.32
R003853,O031416,2026-12-13,Late Delivery,10956.93
R003854,O035859,2025-01-14,Damaged,3337.57
R003855,O020323,2026-06-16,Late Delivery,21464.03
R003856,O027649,2025-03-29,Quality Issue,10146.49
R003857,O047152,2026-09-04,Late Delivery,19425.24
R003858,O000041,2025-11-11,Changed Mind,5080.03
R003859,O036619,2026-05-30,Wrong Item,12582.5
R003860,O005445,2025-08-14,Changed Mind,18734.32
R003861,O002277,2025-01-17,Wrong Item,22542.84
R003862,O031440,2025-12-25,,8970.17
R003863,O006024,2025-11-09,Damaged,15057.6
R003864,O029541,2025-04-06,Changed Mind,4941.64
R003865,O029543,invalid-date,Damaged,3954.47
R003866,O008564,2026-12-17,Changed Mind,8613.97
R003867,O012281,2026-06-03,Quality Issue,7124.43
R003868,O010825,2025-05-04,Changed Mind,22129.6
R003869,O028646,2026-07-24,Damaged,16906.1
R003870,O048175,2025-11-09,Changed Mind,22284.38
R003871,O046784,2026-05-17,Quality Issue,1049.21
R003872,O033207,2026-08-26,Damaged,17324.6
R003873,O016992,2026-11-23,Damaged,17010.13
R003874,O022278,2025-09-13,Changed Mind,9153.23
R003875,O042738,2025-05-30,Damaged,484.4
R003876,O049127,2026-07-04,Late Delivery,12462.71
R003877,O031139,2025-02-17,Wrong Item,22694.35
R003878,O007735,2025-08-30,Late Delivery,7614.29
R003879,O047445,2026-01-22,Damaged,4299.05
R003880,O046716,2025-08-05,,11476.78
R003881,O008963,2025-09-16,Wrong Item,10724.81
R003882,O035820,2025-11-16,,1829.92
R003883,O020950,2025-12-25,Wrong Item,8223.22
R003884,O013486,2026-12-04,Changed Mind,17735.71
R003885,O032184,2026-03-03,Late Delivery,2057.32
R003886,O030341,2026-05-26,Wrong Item,16446.24
R003887,O035618,2026-06-02,Changed Mind,7519.13
R003888,O024337,2026-02-28,Damaged,6226.58
R003889,O011741,2026-10-08,Wrong Item,11154.44
R003890,O035355,2025-04-28,Changed Mind,108.1
R003891,O003028,2026-05-15,Damaged,1952.43
R003892,O023973,2026-01-14,Wrong Item,24882.53
R003893,O037807,2025-07-29,Wrong Item,21230.99
R003894,O030397,2026-11-25,Damaged,21069.89
R003895,O049582,2025-04-25,Wrong Item,24016.65
R003896,O046369,2025-08-16,Quality Issue,23955.9
R003897,O034533,2026-02-15,Late Delivery,21930.92
R003898,O021359,2026-11-20,Quality Issue,2886.89
R003899,O041291,2025-12-26,Damaged,3710.29
R003900,O007778,2026-09-19,Changed Mind,17354.12
R003901,O037006,2025-11-14,Changed Mind,11062.26
R003902,O026138,2026-02-03,Late Delivery,21364.05
R003903,O003374,2025-07-03,Late Delivery,20856.83
R003904,O045654,2026-10-08,Wrong Item,10502.7
R003905,O010090,2026-03-10,Late Delivery,806.5
R003906,O031263,2025-11-13,Changed Mind,13660.22
R003907,O004525,2025-01-08,Damaged,7264.43
R003908,O011916,2025-07-27,Quality Issue,2156.04
R003909,O049012,2025-08-04,Late Delivery,2330.78
R003910,O020971,2026-04-11,Wrong Item,16808.28
R003911,O045585,2025-07-13,Late Delivery,398.11
R003912,O015938,2025-04-11,Changed Mind,9986.26
R003913,O001848,2027-01-02,Quality Issue,11059.77
R003914,O030888,2025-03-22,Damaged,618.27
R003915,O037606,2026-11-11,Wrong Item,20841.72
R003916,O010671,2026-08-28,Changed Mind,14636.0
R003917,O020693,2025-09-16,Damaged,22083.89
R003918,O013480,2026-02-04,Changed Mind,14681.25
R003919,O037439,2026-09-19,Changed Mind,2974.26
R003920,O049104,2026-04-12,Changed Mind,15323.71
R003921,O031024,2026-07-30,Late Delivery,10324.47
R003922,O042226,2025-12-30,Quality Issue,3082.08
R003923,O029517,2026-08-05,Changed Mind,15917.64
R003924,O044351,2025-07-01,Late Delivery,6185.69
R003925,O044031,2025-03-14,Changed Mind,18811.22
R003926,O037065,2025-04-17,Damaged,7876.51
R003927,O033678,2026-12-27,Wrong Item,16318.2
R003928,O037930,2026-04-30,Damaged,10726.46
R003929,O035079,2025-04-25,Damaged,19557.16
R003930,O030850,2025-03-28,Damaged,16084.33
R003931,O008398,2025-06-12,Quality Issue,10361.39
R003932,O004904,2025-04-12,Late Delivery,2862.83
R003933,O032048,2026-03-15,Late Delivery,16780.75
R003934,O045711,2026-08-14,Late Delivery,11174.14
R003935,O038533,2026-02-09,Quality Issue,18859.28
R003936,O003319,2025-10-03,Damaged,10765.4
R003937,O033096,2025-11-19,Late Delivery,297.89
R003938,O007157,2025-02-02,Damaged,11294.74
R003939,O020133,2026-08-19,Wrong Item,6715.38
R003940,O000996,2025-04-06,Changed Mind,23937.27
R003941,O016411,2026-07-04,Changed Mind,13652.15
R003942,O042748,2025-12-05,Changed Mind,2261.72
R003943,O001331,2026-09-07,Changed Mind,16690.25
R003944,O006089,2026-12-23,Changed Mind,10573.83
R003945,O047411,2026-07-09,Wrong Item,18387.86
R003946,O021574,2026-09-08,Quality Issue,16516.75
R003947,O012038,2025-10-23,Damaged,1813.95
R003948,O001950,2026-12-20,Damaged,2088.58
R003949,O002844,2025-12-13,Damaged,8595.31
R003950,O047673,2025-10-06,Quality Issue,10808.81
R003951,O017030,2025-11-29,Damaged,21441.77
R003952,O033012,2026-04-27,Wrong Item,9596.25
R003953,O042700,2025-08-01,Wrong Item,3781.06
R003954,O000245,2026-02-28,Late Delivery,14192.8
R003955,O037773,2025-01-24,Damaged,12479.94
R003956,O027951,2026-05-10,Wrong Item,5412.0
R003957,O038913,2025-11-13,Damaged,13908.59
R003958,O041669,2026-07-11,Wrong Item,4088.11
R003959,O026037,2026-07-19,Wrong Item,23500.98
R003960,O027696,2025-02-28,Damaged,16246.65
R003961,O017903,2026-10-12,Quality Issue,6812.38
R003962,O037423,2025-10-24,Wrong Item,8008.61
R003963,O043404,2025-10-10,,14129.6
R003964,O006939,2026-04-12,Damaged,23339.49
R003965,O003437,2026-12-12,Changed Mind,569.53
R003966,O031932,2026-02-08,Late Delivery,23472.57
R003967,O003988,2026-08-25,Late Delivery,23822.74
R003968,O035264,2025-06-22,Damaged,991.51
R003969,O021641,2026-03-31,Damaged,20087.49
R003970,O000658,2025-07-27,Changed Mind,1692.85
R003971,O025205,2025-05-11,Late Delivery,4149.76
R003972,O029650,2026-05-02,Quality Issue,548.33
R003973,O041687,2025-06-26,Changed Mind,24107.41
R003974,O048609,2025-06-29,Wrong Item,3598.77
R003975,O027362,2026-01-27,Damaged,6725.33
R003976,O024419,2025-04-07,Changed Mind,2621.05
R003977,O024276,2026-12-09,Quality Issue,3521.94
R003978,O028620,2025-08-31,Late Delivery,4115.19
R003979,O015146,2027-01-04,Wrong Item,6497.47
R003980,O018726,2025-06-01,Damaged,9415.57
R003981,O015073,2026-04-08,Damaged,18466.53
R003982,O047624,2025-06-13,Damaged,6686.79
R003983,O041433,2026-01-25,Damaged,993.57
R003984,O039468,2025-06-20,Wrong Item,1993.76
R003985,O007862,2026-02-05,Quality Issue,1076.09
R003986,O016108,2025-01-25,Changed Mind,5175.27
R003987,O025133,2026-01-08,Changed Mind,22278.11
R003988,O019376,2025-11-06,Changed Mind,23772.17
R003989,O015918,2025-04-27,Changed Mind,11103.33
R003990,O018812,2026-03-09,Changed Mind,14422.87
R003991,O036469,2025-10-26,Wrong Item,21984.32
R003992,O005352,2026-06-02,Late Delivery,2848.76
R003993,O045065,2026-06-02,Changed Mind,10066.21
R003994,O021224,2025-02-01,Late Delivery,5034.63
R003995,O020090,2026-03-03,Quality Issue,21285.09
R003996,O001601,2025-02-19,Changed Mind,14034.79
R003997,O021341,2026-12-09,Late Delivery,4592.87
R003998,O036544,2025-05-26,Changed Mind,19077.76
R003999,O006420,2025-06-23,Damaged,1612.66
R004000,O039223,2025-10-03,Damaged,24243.61
R004001,O037414,2026-01-06,Changed Mind,19842.39
R004002,O049408,2025-07-10,Late Delivery,1954.18
R004003,O039301,2025-02-14,Damaged,20386.24
R004004,O007440,2026-09-01,Wrong Item,17932.0
R004005,O025825,2026-04-25,Wrong Item,16859.16
R004006,O046398,2026-10-09,Late Delivery,9301.57
R004007,O029579,2025-06-18,Changed Mind,3906.91
R004008,O025265,2025-05-01,Damaged,20912.02
R004009,O016161,2026-01-14,Quality Issue,12922.22
R004010,O002589,2026-02-22,Damaged,11265.17
R004011,O016880,2026-08-27,Wrong Item,20756.01
R004012,O001910,2025-01-05,Quality Issue,11124.0
R004013,O044301,2026-09-13,Wrong Item,16337.33
R004014,O037891,2026-05-27,Damaged,9366.88
R004015,O005748,2026-03-21,Late Delivery,11658.31
R004016,O048188,2026-10-17,Quality Issue,7103.69
R004017,O040575,2026-11-25,Late Delivery,1537.49
R004018,O016879,2025-08-03,Quality Issue,19754.7
R004019,O004845,2026-01-07,Quality Issue,23045.44
R004020,O041205,2026-07-31,Wrong Item,24529.67
R004021,O000736,2025-10-19,Damaged,11511.0
R004022,O002689,2026-12-15,Quality Issue,19163.68
R004023,O044190,2025-06-24,Changed Mind,15227.12
R004024,O024603,2025-04-02,Quality Issue,10301.32
R004025,O041345,2026-10-07,Late Delivery,20884.0
R004026,O037719,invalid-date,Wrong Item,19579.92
R004027,O035613,2025-07-12,Wrong Item,1424.96
R004028,O042624,2026-11-17,Wrong Item,6799.17
R004029,O030347,2025-07-07,Quality Issue,9874.95
R004030,O021747,2026-02-05,Late Delivery,8028.17
R004031,O028829,2026-06-18,Wrong Item,23481.57
R004032,O020770,2026-03-22,Wrong Item,17229.86
R004033,O048441,2026-05-18,Damaged,17824.55
R004034,O017531,2025-09-01,Quality Issue,13549.56
R004035,O017701,2026-10-24,Quality Issue,5441.69
R004036,O019853,2025-03-11,Late Delivery,18215.62
R004037,O043229,2026-12-15,Wrong Item,12199.86
R004038,O026452,2026-03-17,Quality Issue,9856.39
R004039,O031512,2026-11-03,Wrong Item,14110.51
R004040,O031470,2025-09-11,Late Delivery,14222.36
R004041,O041399,2026-05-31,Wrong Item,16903.54
R004042,O015815,2025-02-24,Damaged,16541.12
R004043,O043736,2026-07-05,Changed Mind,1561.08
R004044,O002619,2025-12-31,Quality Issue,6097.09
R004045,O9999994044,2025-05-10,Late Delivery,16591.17
R004046,O018018,2026-04-30,Late Delivery,16283.56
R004047,O038564,2025-12-04,Wrong Item,13832.66
R004048,O016172,2025-06-14,Late Delivery,14399.12
R004049,O042192,2026-11-11,Changed Mind,11345.44
R004050,O027897,2025-03-02,Damaged,20852.77
R004051,O005290,2026-08-06,Quality Issue,8270.44
R004052,O036277,2025-06-22,Late Delivery,1697.92
R004053,O047373,2026-07-25,Changed Mind,12926.58
R004054,O010092,2025-12-01,Late Delivery,18350.4
R004055,O013323,2026-02-23,Changed Mind,5765.33
R004056,O006875,2026-05-19,Late Delivery,15551.83
R004057,O042076,2026-08-01,Quality Issue,12762.59
R004058,O006718,2026-01-13,Changed Mind,14761.86
R004059,O034239,2025-10-13,Damaged,12170.52
R004060,O030405,2025-07-20,Wrong Item,22519.32
R004061,O039414,2025-10-16,Changed Mind,3782.78
R004062,O015893,2025-06-07,Quality Issue,3901.93
R004063,O005694,2025-03-01,Damaged,5251.94
R004064,O041311,2026-12-16,Quality Issue,13448.08
R004065,O029963,2025-10-08,Late Delivery,14401.86
R004066,O028081,2025-11-05,Damaged,5385.8
R004067,O033040,2026-07-18,Wrong Item,4774.94
R004068,O029735,2025-03-28,Wrong Item,9326.22
R004069,O037012,2025-11-02,Late Delivery,8640.66
R004070,O027612,2025-06-15,Late Delivery,4305.12
R004071,O003267,2025-06-08,Wrong Item,14862.15
R004072,O028330,2026-11-16,Wrong Item,24531.17
R004073,O026012,2026-08-16,Wrong Item,971.43
R004074,O013668,2025-06-06,Late Delivery,19750.23
R004075,O010640,2025-05-05,Wrong Item,17264.09
R004076,O027868,2026-02-12,Changed Mind,23381.97
R004077,O041342,2026-02-21,Changed Mind,19072.14
R004078,O025553,2026-12-08,Wrong Item,5206.91
R004079,O015179,2025-04-09,Late Delivery,13082.13
R004080,O030098,2026-09-13,Wrong Item,16592.61
R004081,O015626,2025-10-21,Damaged,8077.62
R004082,O017454,2026-11-16,Late Delivery,12577.93
R004083,O016084,2025-11-22,Damaged,4076.72
R004084,O045561,2025-12-15,Quality Issue,13266.81
R004085,O008400,2025-11-04,Wrong Item,22382.79
R004086,O026261,2026-05-29,Wrong Item,8968.06
R004087,O015903,2025-09-14,Damaged,23043.92
R004088,O047801,2025-08-07,Quality Issue,16358.51
R004089,O017006,2025-11-06,Changed Mind,21870.08
R004090,O000468,2026-08-12,Late Delivery,2145.72
R004091,O014640,2026-05-25,Quality Issue,152.67
R004092,O017448,2025-09-10,Damaged,5181.94
R004093,O028268,2026-11-26,Wrong Item,4660.55
R004094,O002241,2025-03-20,Late Delivery,15938.87
R004095,O046411,2025-01-20,Quality Issue,8165.53
R004096,O011007,2026-07-12,Changed Mind,21511.7
R004097,O016645,2025-04-22,Late Delivery,13492.59
R004098,O008232,2025-05-21,Wrong Item,4163.96
R004099,O018311,2026-05-04,Changed Mind,18264.15
R004100,O013522,2026-05-10,Damaged,18918.81
R004101,O040854,2025-11-01,Damaged,17502.69
R004102,O027054,2026-10-26,Changed Mind,2321.79
R004103,O033339,2025-07-06,Damaged,17854.07
R004104,O042378,2026-10-29,Damaged,19457.39
R004105,O015405,2026-09-23,Changed Mind,18695.65
R004106,O031531,2026-12-24,Changed Mind,24305.49
R004107,O019836,2026-12-21,Damaged,17758.44
R004108,O029132,2025-04-13,Changed Mind,578.01
R004109,O029055,2025-07-02,Late Delivery,4232.48
R004110,O028129,2025-12-21,Late Delivery,8876.77
R004111,O011524,2025-01-14,Late Delivery,22870.78
R004112,O001422,2025-08-14,Late Delivery,12084.48
R004113,O029333,2026-11-24,Late Delivery,5019.2
R004114,O023609,2026-01-04,Wrong Item,12663.95
R004115,O032030,2026-05-06,Quality Issue,9496.4
R004116,O009597,2026-08-24,Quality Issue,21490.66
R004117,O044409,2026-08-06,Damaged,8957.75
R004118,O041817,2026-06-07,Quality Issue,5727.85
R004119,O033097,2025-01-20,Quality Issue,3243.12
R004120,O044679,2026-12-20,Wrong Item,9587.31
R004121,O005174,2025-07-08,Late Delivery,11833.95
R004122,O012056,2026-10-29,Damaged,21603.53
R004123,O029528,2025-03-21,Late Delivery,3538.91
R004124,O012492,2025-12-18,Wrong Item,14734.37
R004125,O046030,2026-01-22,Wrong Item,5199.26
R004126,O031876,2026-02-27,Changed Mind,20490.77
R004127,O006936,2026-02-18,Late Delivery,12765.9
R004128,O038859,2025-11-13,Damaged,13014.13
R004129,O033257,2025-01-18,Wrong Item,23195.85
R004130,O017080,2026-08-17,Changed Mind,8934.25
R004131,O045269,2026-11-02,Quality Issue,18599.2
R004132,O033164,2026-10-04,Changed Mind,9119.97
R004133,O013577,2025-01-06,Changed Mind,13614.62
R004134,O027171,2025-07-10,Late Delivery,4839.79
R004135,O042914,2025-05-17,Wrong Item,8995.89
R004136,O031116,2026-01-20,Wrong Item,4607.3
R004137,O015015,2025-12-15,Wrong Item,14868.46
R004138,O034400,2025-11-01,Quality Issue,23286.13
R004139,O037546,2026-07-18,Changed Mind,1856.72
R004140,O041931,2026-09-27,Quality Issue,9628.98
R004141,O049680,2026-11-27,Changed Mind,19817.79
R004142,O003940,2025-06-10,Wrong Item,16253.71
R004143,O018262,2026-06-21,Changed Mind,4341.37
R004144,O019362,2026-08-05,Damaged,19118.67
R004145,O044451,2025-11-13,Changed Mind,7650.03
R004146,O020062,2026-10-03,Wrong Item,9393.83
R004147,O013654,2025-02-17,Wrong Item,16344.38
R004148,O045647,2025-10-20,Late Delivery,16281.62
R004149,O005988,2026-04-05,Late Delivery,7870.22
R004150,O019682,2026-03-06,Wrong Item,1892.45
R004151,O013227,2026-12-07,Late Delivery,12711.66
R004152,O038747,2026-07-25,Wrong Item,2020.86
R004153,O031697,2026-01-31,Damaged,22960.69
R004154,O029892,2025-11-15,Wrong Item,11501.28
R004155,O049830,2026-03-08,Damaged,14106.9
R004156,O032340,2026-01-09,Damaged,16652.06
R004157,O040624,2026-04-12,Quality Issue,20352.33
R004158,O027211,2026-09-14,Quality Issue,8363.11
R004159,O023705,2025-04-08,Late Delivery,23088.71
R004160,O024390,2026-02-22,Quality Issue,3901.61
R004161,O032060,2026-06-28,Changed Mind,19356.72
R004162,O014383,2026-03-09,Wrong Item,24901.19
R004163,O014596,2025-02-10,Changed Mind,15651.11
R004164,O009602,2025-08-08,Quality Issue,8177.7
R004165,O006001,2025-05-08,,2872.44
R004166,O035853,2025-03-09,Changed Mind,20537.24
R004167,O037548,2025-09-06,Damaged,7597.21
R004168,O005646,2025-05-16,Damaged,679.75
R004169,O029883,2026-04-22,Wrong Item,13553.39
R004170,O021526,2025-02-26,Wrong Item,5302.44
R004171,O041737,2026-09-19,Late Delivery,22029.14
R004172,O018355,2025-08-01,Changed Mind,5318.23
R004173,O024688,2026-08-14,Wrong Item,10006.97
R004174,O033632,2025-09-04,Late Delivery,21450.45
R004175,O012597,2025-06-19,Damaged,11749.97
R004176,O002870,2025-09-03,Changed Mind,4364.1
R004177,O005527,2026-12-18,Damaged,23149.45
R004178,O023220,2025-05-17,Changed Mind,15880.47
R004179,O037449,2026-04-10,Damaged,1429.6
R004180,O039280,2026-02-14,Late Delivery,3720.37
R004181,O028840,2025-07-21,Changed Mind,22867.86
R004182,O046447,2026-05-18,Changed Mind,13626.41
R004183,O003448,2025-09-25,Damaged,19101.45
R004184,O000327,2025-03-26,Wrong Item,8790.05
R004185,O003595,2026-09-04,Quality Issue,17394.05
R004186,O015177,2026-12-21,Damaged,11858.89
R004187,O031995,2026-02-28,Quality Issue,2123.87
R004188,O046358,2026-05-24,Wrong Item,3035.92
R004189,O049468,2026-01-04,Late Delivery,15006.37
R004190,O046455,2025-08-15,Damaged,3937.08
R004191,O048354,invalid-date,Late Delivery,12988.61
R004192,O002999,2025-01-12,Wrong Item,3965.03
R004193,O031014,2026-11-24,Quality Issue,948.35
R004194,O010753,2025-10-21,Quality Issue,17441.6
R004195,O018282,2025-11-14,Quality Issue,20298.82
R004196,O041950,2026-06-10,Wrong Item,16553.03
R004197,O016314,2026-10-04,Wrong Item,118.01
R004198,O9999994197,2026-05-08,Damaged,7839.73
R004199,O044696,2026-02-25,Damaged,3231.96
R004200,O030430,2025-01-31,Wrong Item,12257.83
R004201,O027438,2026-09-21,Late Delivery,21422.97
R004202,O026375,2026-07-30,Damaged,20777.04
R004203,O043537,2026-06-16,Changed Mind,13823.94
R004204,O042299,2026-06-30,Late Delivery,11927.65
R004205,O025961,2026-04-04,Wrong Item,4205.8
R004206,O033585,2026-07-06,Damaged,19856.52
R004207,O005990,2025-08-22,Late Delivery,10995.72
R004208,O007628,2026-12-11,Changed Mind,11423.89
R004209,O020827,2025-10-14,Changed Mind,7588.85
R004210,O039715,2025-08-04,Wrong Item,10383.98
R004211,O045200,2025-03-14,Late Delivery,24047.26
R004212,O048399,2025-06-26,Late Delivery,14566.33
R004213,O035425,2026-07-15,Wrong Item,17940.82
R004214,O034824,2026-08-02,Late Delivery,14280.82
R004215,O030860,2025-05-02,Damaged,1769.28
R004216,O007409,2025-06-21,Damaged,14521.97
R004217,O020607,2026-06-25,Changed Mind,2188.64
R004218,O005702,2026-03-26,Changed Mind,22038.43
R004219,O018108,2025-09-01,Wrong Item,18915.0
R004220,O007805,2025-08-05,Quality Issue,5649.72
R004221,O035678,2026-05-24,Late Delivery,7348.41
R004222,O012449,2025-11-09,Wrong Item,17266.9
R004223,O020932,2026-02-03,Late Delivery,2190.69
R004224,O005737,2026-10-02,Changed Mind,21266.12
R004225,O047272,2026-02-17,Damaged,12631.85
R004226,O027765,2025-06-28,Wrong Item,1920.39
R004227,O007882,2026-12-18,Changed Mind,20437.83
R004228,O031879,2025-05-23,Quality Issue,10279.04
R004229,O019987,2025-06-05,Damaged,3454.62
R004230,O049470,2025-10-27,Damaged,11772.79
R004231,O019355,invalid-date,Late Delivery,24084.27
R004232,O002722,2026-08-26,Changed Mind,14232.22
R004233,O044719,2025-04-21,Damaged,-500.0
R004234,O017486,2026-09-07,Damaged,5644.71
R004235,O011151,2025-06-30,Changed Mind,22647.58
R004236,O025103,2026-06-04,Quality Issue,20379.28
R004237,O043692,2025-09-06,Wrong Item,1509.81
R004238,O040780,2026-11-02,Damaged,21444.15
R004239,O014771,2026-03-08,Damaged,14706.58
R004240,O015328,2025-02-04,Late Delivery,10066.43
R004241,O034916,2026-03-29,Late Delivery,23329.91
R004242,O046355,2026-10-29,Changed Mind,10617.0
R004243,O010113,2025-04-17,Changed Mind,7515.49
R004244,O025886,2025-07-16,Quality Issue,20056.89
R004245,O008447,2025-10-01,Late Delivery,18543.9
R004246,O017451,2025-09-12,Changed Mind,5455.16
R004247,O003291,2025-08-21,Damaged,453.94
R004248,O016153,2025-07-28,Late Delivery,17281.78
R004249,O046536,2026-09-16,Wrong Item,848.19
R004250,O013538,2026-03-23,Changed Mind,17970.21
R004251,O047998,2025-08-13,Changed Mind,3813.45
R004252,O003056,2025-05-23,Damaged,16751.63
R004253,O049155,2025-03-17,Quality Issue,18357.31
R004254,O013503,2025-09-06,Quality Issue,11678.85
R004255,O015001,2026-07-29,Wrong Item,10646.73
R004256,O040468,2026-01-16,Damaged,17238.97
R004257,O009798,2025-04-26,Damaged,1540.71
R004258,O045096,2025-05-15,Late Delivery,17100.0
R004259,O033713,2026-07-27,Changed Mind,5582.91
R004260,O049494,2025-03-25,Wrong Item,21352.01
R004261,O041251,2026-04-06,Damaged,6255.53
R004262,O025400,2025-03-03,Wrong Item,12404.31
R004263,O014450,2025-07-28,Quality Issue,4004.22
R004264,O046498,2025-01-14,Changed Mind,16072.4
R004265,O016558,2026-09-09,Damaged,22486.3
R004266,O014604,2025-07-09,Damaged,24316.94
R004267,O048957,2026-10-18,Quality Issue,13936.88
R004268,O018061,2026-04-01,Wrong Item,14885.88
R004269,O029713,2026-10-27,Damaged,11726.05
R004270,O047188,2026-09-14,Damaged,7262.55
R004271,O012351,2025-10-25,Damaged,8382.6
R004272,O017104,2025-11-27,Damaged,14904.43
R004273,O001778,2026-11-26,Quality Issue,730.48
R004274,O010141,2025-04-22,Changed Mind,6796.9
R004275,O044679,2026-05-09,Changed Mind,7977.34
R004276,O011349,2025-09-20,Quality Issue,21631.94
R004277,O001540,2026-10-20,Changed Mind,11793.05
R004278,O045010,2025-08-15,Quality Issue,17384.86
R004279,O035538,2025-06-12,Quality Issue,11455.82
R004280,O026559,2026-10-10,Quality Issue,16148.16
R004281,O047446,2025-04-20,Wrong Item,24760.41
R004282,O044290,2027-01-04,Changed Mind,9943.38
R004283,O034578,2025-12-12,Quality Issue,16054.36
R004284,O026086,2025-06-16,Late Delivery,21414.19
R004285,O012422,2025-07-02,Late Delivery,20058.74
R004286,O011578,2025-11-11,Changed Mind,5795.64
R004287,O016649,2026-06-19,Late Delivery,24474.93
R004288,O020565,2025-11-02,Changed Mind,22552.8
R004289,O048328,2025-08-20,Quality Issue,24865.7
R004290,O019347,2025-12-19,Late Delivery,-500.0
R004291,O041990,2025-09-20,Quality Issue,320.92
R004292,O008897,2025-08-30,Wrong Item,12352.28
R004293,O043842,2025-10-09,Changed Mind,24887.29
R004294,O020181,2026-07-31,Wrong Item,13923.78
R004295,O030394,2025-08-20,Wrong Item,10577.05
R004296,O035678,2026-08-11,Late Delivery,17299.88
R004297,O039665,2026-07-09,Changed Mind,14175.35
R004298,O035137,2026-02-01,Damaged,3786.15
R004299,O005094,2025-10-19,Wrong Item,23368.26
R004300,O026974,2025-12-21,Damaged,20308.67
R004301,O044141,2025-12-05,Changed Mind,6800.81
R004302,O024768,2026-10-20,Changed Mind,24033.74
R004303,O035384,2025-12-12,Changed Mind,6195.76
R004304,O008152,2026-11-28,Wrong Item,9029.14
R004305,O025744,2025-12-28,Wrong Item,2074.76
R004306,O002033,2025-04-01,Wrong Item,9559.8
R004307,O031495,2026-06-07,Damaged,7182.27
R004308,O012792,invalid-date,Wrong Item,4099.38
R004309,O043768,2025-04-07,Damaged,1707.03
R004310,O027611,2026-03-29,Quality Issue,21875.34
R004311,O037091,2025-01-13,Changed Mind,15324.01
R004312,O014652,2025-01-10,Damaged,13352.58
R004313,O021917,2025-01-20,Quality Issue,20402.46
R004314,O016299,2026-02-09,Quality Issue,4738.57
R004315,O043814,2026-01-07,Quality Issue,7456.22
R004316,O029673,2025-01-13,Late Delivery,17364.78
R004317,O038586,2026-07-18,Wrong Item,12336.0
R004318,O045049,2025-09-02,Quality Issue,22538.73
R004319,O026337,2025-03-07,Late Delivery,18800.01
